Date,open,high,low,close,adjclose,volume,ticker
2023-12-14,4801.39990234375,4834.9501953125,4734.7001953125,4792.39990234375,4768.85498046875,150017.0,ABB.NS
2023-12-15,4806.0498046875,4929.5498046875,4763.60009765625,4835.10009765625,4811.3447265625,371899.0,ABB.NS
2023-12-18,4834.0,4957.0,4781.85009765625,4888.39990234375,4864.38330078125,356079.0,ABB.NS
2023-12-19,4922.0,4925.60009765625,4800.0498046875,4838.9501953125,4815.17626953125,223298.0,ABB.NS
2023-12-20,4854.0,4895.0,4562.14990234375,4614.35009765625,4591.6796875,347680.0,ABB.NS
2023-12-21,4599.2001953125,4705.4501953125,4529.10009765625,4684.5,4661.48486328125,191984.0,ABB.NS
2023-12-22,4723.0,4765.0,4686.10009765625,4759.0,4735.619140625,155535.0,ABB.NS
2023-12-26,4771.35009765625,4824.0,4747.25,4771.35009765625,4747.908203125,121004.0,ABB.NS
2023-12-27,4799.9501953125,4822.89990234375,4724.0,4733.60009765625,4710.34375,165313.0,ABB.NS
2023-12-28,4746.7001953125,4765.39990234375,4622.0,4642.9501953125,4620.13916015625,478064.0,ABB.NS
2023-12-29,4669.0,4688.0,4618.60009765625,4674.85009765625,4651.88232421875,147991.0,ABB.NS
2024-01-01,4674.85009765625,4715.0,4653.7998046875,4682.2001953125,4659.19677734375,84544.0,ABB.NS
2024-01-02,4699.9501953125,4713.0,4600.0,4701.60009765625,4678.5009765625,178550.0,ABB.NS
2024-01-03,4714.0,4829.89990234375,4699.10009765625,4775.5498046875,4752.08740234375,291954.0,ABB.NS
2024-01-04,4818.89990234375,4866.0,4770.0498046875,4824.75,4801.0458984375,266936.0,ABB.NS
2024-01-05,4855.9501953125,4900.0,4802.0,4832.35009765625,4808.60888671875,118877.0,ABB.NS
2024-01-08,4856.0,4856.0,4740.0,4752.9501953125,4729.59912109375,60882.0,ABB.NS
2024-01-09,4784.0,4973.64990234375,4780.0,4920.39990234375,4896.2255859375,571239.0,ABB.NS
2024-01-10,4929.9501953125,4957.60009765625,4873.4501953125,4935.7001953125,4911.451171875,241276.0,ABB.NS
2024-01-11,4947.9501953125,4990.0498046875,4860.0,4871.85009765625,4847.91455078125,87455.0,ABB.NS
2024-01-12,4909.89990234375,4909.89990234375,4771.64990234375,4783.9501953125,4760.44677734375,145377.0,ABB.NS
2024-01-15,4809.0,4809.0,4725.0,4752.89990234375,4729.548828125,104057.0,ABB.NS
2024-01-16,4770.0,4842.2998046875,4750.0498046875,4809.2998046875,4785.671875,192280.0,ABB.NS
2024-01-17,4798.0,4863.7001953125,4731.39990234375,4773.0498046875,4749.599609375,163852.0,ABB.NS
2024-01-18,4765.0,4797.39990234375,4665.0,4710.35009765625,4687.2080078125,151382.0,ABB.NS
2024-01-19,4738.4501953125,4844.10009765625,4738.4501953125,4820.4501953125,4796.76708984375,132723.0,ABB.NS
2024-01-23,4750.9501953125,4897.0,4735.89990234375,4770.5498046875,4747.11181640625,348426.0,ABB.NS
2024-01-24,4764.9501953125,4814.89990234375,4613.7998046875,4731.25,4708.00537109375,293735.0,ABB.NS
2024-01-25,4768.0,4794.9501953125,4665.0,4739.2998046875,4716.01513671875,114581.0,ABB.NS
2024-01-29,4751.0,4807.14990234375,4715.39990234375,4791.5498046875,4768.0087890625,87854.0,ABB.NS
2024-01-30,4825.0,4860.0,4715.9501953125,4729.75,4706.5126953125,152802.0,ABB.NS
2024-01-31,4749.0,4762.75,4631.0,4671.60009765625,4648.6484375,292837.0,ABB.NS
2024-02-01,4692.0,4698.0,4340.2998046875,4546.0498046875,4523.71484375,825760.0,ABB.NS
2024-02-02,4546.0498046875,4594.9501953125,4463.0,4480.4501953125,4458.4375,315504.0,ABB.NS
2024-02-05,4500.0,4538.5,4343.75,4368.2001953125,4346.7392578125,290961.0,ABB.NS
2024-02-06,4378.0,4423.60009765625,4362.0498046875,4403.0,4381.36767578125,177927.0,ABB.NS
2024-02-07,4434.5498046875,4629.2998046875,4434.5,4575.10009765625,4552.62255859375,281178.0,ABB.NS
2024-02-08,4610.0,4610.0,4440.10009765625,4450.39990234375,4428.53466796875,132187.0,ABB.NS
2024-02-09,4464.0,4501.4501953125,4412.7001953125,4489.4501953125,4467.3935546875,203496.0,ABB.NS
2024-02-12,4484.89990234375,4552.2998046875,4400.0,4428.39990234375,4406.64306640625,149594.0,ABB.NS
2024-02-13,4448.0,4485.35009765625,4375.7998046875,4464.85009765625,4442.9140625,290402.0,ABB.NS
2024-02-14,4441.85009765625,4621.10009765625,4427.85009765625,4558.39990234375,4536.00439453125,371445.0,ABB.NS
2024-02-15,4575.0,4587.89990234375,4460.64990234375,4468.60009765625,4446.64599609375,286311.0,ABB.NS
2024-02-16,4510.0,4539.7001953125,4469.4501953125,4524.14990234375,4501.9228515625,185797.0,ABB.NS
2024-02-19,4540.0,4555.85009765625,4449.14990234375,4488.85009765625,4466.79638671875,155541.0,ABB.NS
2024-02-20,4514.75,4547.0,4461.60009765625,4524.5,4502.27099609375,169172.0,ABB.NS
2024-02-21,4640.0,5134.0,4640.0,4984.7001953125,4960.2099609375,4404765.0,ABB.NS
2024-02-22,5200.0,5450.0,5081.60009765625,5425.0,5398.34716796875,4222692.0,ABB.NS
2024-02-23,5420.0,5518.10009765625,5320.64990234375,5392.0498046875,5365.55859375,1578299.0,ABB.NS
2024-02-26,5359.0498046875,5432.2998046875,5136.0498046875,5296.2001953125,5270.1796875,1164768.0,ABB.NS
2024-02-27,5270.0,5474.75,5245.5,5450.5,5423.7216796875,656105.0,ABB.NS
2024-02-28,5440.0,5552.0,5380.25,5428.60009765625,5401.92919921875,785448.0,ABB.NS
2024-02-29,5444.9501953125,5485.0,5350.4501953125,5444.9501953125,5418.19873046875,527441.0,ABB.NS
2024-03-01,5498.0,5524.60009765625,5455.0,5489.85009765625,5462.87841796875,345570.0,ABB.NS
2024-03-04,5490.0,5665.0,5488.85009765625,5631.5498046875,5603.8818359375,484602.0,ABB.NS
2024-03-05,5620.0,5695.0,5571.4501953125,5680.85009765625,5652.939453125,340244.0,ABB.NS
2024-03-06,5660.0,5720.0,5588.4501953125,5700.7001953125,5672.69287109375,401305.0,ABB.NS
2024-03-07,5697.0498046875,5792.0,5675.0,5770.75,5742.3984375,289128.0,ABB.NS
2024-03-11,5801.0498046875,5933.89990234375,5770.75,5841.35009765625,5812.6513671875,693540.0,ABB.NS
2024-03-12,5850.0,5855.0,5690.0,5718.0,5689.90771484375,310813.0,ABB.NS
2024-03-13,5749.89990234375,5809.35009765625,5572.7001953125,5597.25,5569.75048828125,454668.0,ABB.NS
2024-03-14,5614.89990234375,5658.2998046875,5520.0,5625.39990234375,5597.76220703125,354416.0,ABB.NS
2024-03-15,5650.0,5789.7998046875,5585.5,5616.5498046875,5588.95556640625,810054.0,ABB.NS
2024-03-18,5645.0,5785.0,5616.5498046875,5766.75,5738.41796875,306134.0,ABB.NS
2024-03-19,5787.5,5787.5,5611.5,5628.60009765625,5600.94677734375,245880.0,ABB.NS
2024-03-20,5680.0,5769.85009765625,5560.0,5733.7001953125,5705.5302734375,272707.0,ABB.NS
2024-03-21,5760.0,5877.0,5750.0,5864.89990234375,5836.08544921875,381358.0,ABB.NS
2024-03-22,5875.0,6034.0498046875,5835.0498046875,5967.39990234375,5938.08154296875,514271.0,ABB.NS
2024-03-26,5881.0,5986.60009765625,5875.2998046875,5929.7998046875,5900.66650390625,383434.0,ABB.NS
2024-03-27,6110.0,6341.89990234375,6086.0,6279.35009765625,6248.49951171875,1232034.0,ABB.NS
2024-03-28,6280.0,6471.9501953125,6222.7998046875,6360.85009765625,6329.59912109375,722060.0,ABB.NS
2024-04-01,6422.4501953125,6568.2998046875,6397.0498046875,6504.64990234375,6472.6923828125,396061.0,ABB.NS
2024-04-02,6545.0,6545.0,6372.64990234375,6429.85009765625,6398.259765625,280233.0,ABB.NS
2024-04-03,6458.0,6520.0,6431.85009765625,6504.0498046875,6472.09521484375,217760.0,ABB.NS
2024-04-04,6593.0,6622.4501953125,6490.0498046875,6501.7998046875,6469.85595703125,325004.0,ABB.NS
2024-04-05,6521.10009765625,6683.7001953125,6515.0,6669.85009765625,6637.0810546875,382254.0,ABB.NS
2024-04-08,6670.0,6747.89990234375,6630.5,6699.75,6666.833984375,179056.0,ABB.NS
2024-04-09,6719.0,6721.60009765625,6495.64990234375,6529.7998046875,6497.71875,317551.0,ABB.NS
2024-04-10,6578.64990234375,6666.0,6560.0,6641.5498046875,6608.91943359375,234204.0,ABB.NS
2024-04-12,6650.0,6773.10009765625,6642.0,6752.9501953125,6719.77294921875,418148.0,ABB.NS
2024-04-15,6660.0,6729.0498046875,6547.0498046875,6561.0498046875,6528.81494140625,333967.0,ABB.NS
2024-04-16,6569.7001953125,6666.0,6525.0,6644.85009765625,6612.20361328125,268622.0,ABB.NS
2024-04-18,6643.4501953125,6644.0,6310.0,6369.5,6338.2060546875,1041299.0,ABB.NS
2024-04-19,6369.5,6369.5,6245.0,6292.60009765625,6261.68408203125,286043.0,ABB.NS
2024-04-22,6375.0,6544.10009765625,6308.0,6525.2998046875,6493.24072265625,384870.0,ABB.NS
2024-04-23,6569.7998046875,6569.7998046875,6295.39990234375,6307.4501953125,6276.46142578125,550348.0,ABB.NS
2024-04-24,6366.7998046875,6381.5,6300.0498046875,6343.85009765625,6312.6826171875,239797.0,ABB.NS
2024-04-25,6374.0,6461.2001953125,6345.5,6431.7001953125,6400.10107421875,260935.0,ABB.NS
2024-04-26,6470.0,6489.9501953125,6377.7998046875,6410.4501953125,6378.95556640625,163903.0,ABB.NS
2024-04-29,6460.60009765625,6463.9501953125,6349.2001953125,6451.89990234375,6420.201171875,158748.0,ABB.NS
2024-04-30,6500.0,6642.5,6454.0,6540.75,6508.61474609375,393914.0,ABB.NS
2024-05-02,6585.0,6747.9501953125,6545.0,6682.5,6649.66845703125,317802.0,ABB.NS
2024-05-03,6709.85009765625,6790.0,6638.10009765625,6698.5498046875,6689.46435546875,337954.0,ABB.NS
2024-05-06,6710.0,7028.0,6710.0,6940.35009765625,6930.93701171875,689802.0,ABB.NS
2024-05-07,6977.0,7040.0,6826.5498046875,6888.4501953125,6879.107421875,384249.0,ABB.NS
2024-05-08,6905.60009765625,7218.0,6802.7998046875,7186.75,7177.00244140625,545654.0,ABB.NS
2024-05-09,7205.0,7205.0,6961.0498046875,6985.10009765625,6975.6259765625,412297.0,ABB.NS
2024-05-10,7040.0,7210.0,7030.0,7178.35009765625,7168.6142578125,509593.0,ABB.NS
2024-05-13,7550.0,8188.9501953125,7400.0,7984.25,7973.4208984375,3294820.0,ABB.NS
2024-05-14,8035.0,8119.89990234375,7915.89990234375,8080.85009765625,8069.89013671875,856307.0,ABB.NS
2024-05-15,8080.0,8125.0,7965.2001953125,8084.2998046875,8073.3349609375,460611.0,ABB.NS
2024-05-16,8084.2998046875,8377.650390625,8027.60009765625,8305.150390625,8293.8857421875,1059012.0,ABB.NS
2024-05-17,8300.0,8390.099609375,8235.0,8371.349609375,8359.9951171875,319044.0,ABB.NS
2024-05-21,8350.0,8599.7998046875,8350.0,8549.2998046875,8537.7041015625,375839.0,ABB.NS
2024-05-22,8555.0,8590.0,8384.5498046875,8413.2001953125,8401.7890625,326374.0,ABB.NS
2024-05-23,8460.0,8490.0,8356.5498046875,8423.5498046875,8412.125,203242.0,ABB.NS
2024-05-24,8477.7998046875,8508.75,8375.7998046875,8422.2001953125,8410.77734375,163314.0,ABB.NS
2024-05-27,8459.9501953125,8470.0,8261.099609375,8398.349609375,8386.958984375,229846.0,ABB.NS
2024-05-28,8365.099609375,8374.7001953125,8177.14990234375,8233.650390625,8222.4833984375,328008.0,ABB.NS
2024-05-29,8133.0,8248.4501953125,8124.9501953125,8198.349609375,8187.22998046875,226167.0,ABB.NS
2024-05-30,8142.2998046875,8291.650390625,8109.14990234375,8264.650390625,8253.44140625,319976.0,ABB.NS
2024-05-31,8328.0,8351.0,8166.89990234375,8317.9501953125,8306.6689453125,516112.0,ABB.NS
2024-06-03,8500.5,8765.0,8395.25,8728.0,8716.162109375,537121.0,ABB.NS
2024-06-04,8750.0,8750.0,6982.39990234375,7666.75,7656.3515625,1346607.0,ABB.NS
2024-06-05,7850.0,7899.9501953125,7238.14990234375,7812.7001953125,7802.10400390625,1097810.0,ABB.NS
2024-06-06,7801.0498046875,8144.7001953125,7801.0498046875,7987.5,7976.66650390625,483840.0,ABB.NS
2024-06-07,8049.9501953125,8101.2001953125,7920.0,8073.25,8062.30029296875,323673.0,ABB.NS
2024-06-10,8178.0498046875,8200.0,7994.2998046875,8061.9501953125,8051.015625,271789.0,ABB.NS
2024-06-11,8145.0,8334.400390625,8072.10009765625,8095.25,8084.2705078125,434290.0,ABB.NS
2024-06-12,8120.14990234375,8325.0,8120.0,8281.0,8269.7685546875,436181.0,ABB.NS
2024-06-13,8350.0,8489.900390625,8305.0498046875,8446.599609375,8435.1435546875,386195.0,ABB.NS
2024-06-14,8506.650390625,9145.0,8453.0498046875,9020.0,9007.7666015625,1242412.0,ABB.NS
2024-06-18,9149.9501953125,9149.9501953125,8801.099609375,8867.0,8854.9736328125,517839.0,ABB.NS
2024-06-19,8904.0,8913.75,8521.0,8544.0,8532.412109375,601292.0,ABB.NS
2024-06-20,8600.0,8665.599609375,8385.599609375,8539.2998046875,8527.7177734375,409555.0,ABB.NS
2024-06-21,8590.0,8640.5,8355.0,8399.400390625,8388.0078125,318529.0,ABB.NS
2024-06-24,8389.0498046875,8565.349609375,8250.75,8465.2998046875,8453.818359375,435447.0,ABB.NS
2024-06-25,8494.9501953125,8597.849609375,8385.0498046875,8399.650390625,8388.2578125,244800.0,ABB.NS
2024-06-26,8426.0,8435.0,8235.7001953125,8390.849609375,8379.46875,336425.0,ABB.NS
2024-06-27,8380.5,8690.849609375,8327.5498046875,8643.0498046875,8631.3271484375,654170.0,ABB.NS
2024-06-28,8720.0,8720.150390625,8437.0,8490.900390625,8479.3837890625,400414.0,ABB.NS
2024-07-01,8490.900390625,8645.849609375,8461.349609375,8587.400390625,8575.7529296875,251582.0,ABB.NS
2024-07-02,8589.9501953125,8670.0,8414.0498046875,8514.2001953125,8502.65234375,240074.0,ABB.NS
2024-07-03,8536.0,8642.7001953125,8530.0,8617.849609375,8606.1611328125,235527.0,ABB.NS
2024-07-04,8680.0,8808.7001953125,8580.150390625,8715.7998046875,8703.978515625,329126.0,ABB.NS
2024-07-05,8715.9501953125,8715.9501953125,8604.4501953125,8679.400390625,8667.62890625,222477.0,ABB.NS
2024-07-08,8700.0,8700.0,8492.0,8559.5498046875,8547.9404296875,161299.0,ABB.NS
2024-07-09,8615.0,8714.9501953125,8567.150390625,8591.0,8579.34765625,195613.0,ABB.NS
2024-07-10,8624.9501953125,8624.9501953125,8381.599609375,8542.849609375,8531.2626953125,178905.0,ABB.NS
2024-07-11,8585.0498046875,8590.0,8427.0,8457.9501953125,8446.478515625,134239.0,ABB.NS
2024-07-12,8400.0,8500.0,8191.0,8209.25,8198.1162109375,406193.0,ABB.NS
2024-07-15,8210.2998046875,8265.0,8114.75,8251.150390625,8239.958984375,279190.0,ABB.NS
2024-07-16,8289.0,8299.9501953125,8184.9501953125,8232.2998046875,8221.134765625,212920.0,ABB.NS
2024-07-18,8234.7001953125,8249.900390625,7713.35009765625,7893.14990234375,7882.4443359375,715249.0,ABB.NS
2024-07-19,7900.0,7909.7001953125,7600.0,7620.5,7610.1640625,355166.0,ABB.NS
2024-07-22,7525.14990234375,7759.85009765625,7425.0,7716.9501953125,7706.48388671875,363722.0,ABB.NS
2024-07-23,7766.9501953125,7812.0498046875,7053.2001953125,7503.0498046875,7492.87353515625,714300.0,ABB.NS
2024-07-24,7549.9501953125,7637.9501953125,7435.0,7522.60009765625,7512.39697265625,388681.0,ABB.NS
2024-07-25,7450.0,7766.0,7410.0498046875,7623.7998046875,7613.45947265625,304924.0,ABB.NS
2024-07-26,7698.9501953125,7870.0,7649.35009765625,7851.25,7840.6015625,237187.0,ABB.NS
2024-07-29,7899.0,7994.5,7812.0498046875,7974.2998046875,7963.484375,207473.0,ABB.NS
2024-07-30,7990.0,8049.0,7830.0,7843.4501953125,7832.81201171875,136915.0,ABB.NS
2024-07-31,7798.2001953125,7948.0,7790.0,7896.85009765625,7886.1396484375,274082.0,ABB.NS
2024-08-01,7896.85009765625,7948.0,7735.0,7769.7998046875,7759.26171875,143518.0,ABB.NS
2024-08-02,7695.0498046875,7779.9501953125,7547.5498046875,7578.7998046875,7568.5205078125,195829.0,ABB.NS
2024-08-05,7402.10009765625,7597.89990234375,7236.7998046875,7465.7001953125,7455.57421875,335130.0,ABB.NS
2024-08-06,7446.75,7650.0,7428.0,7465.7001953125,7455.57421875,271285.0,ABB.NS
2024-08-07,7556.0,7915.0,7470.35009765625,7870.39990234375,7859.72509765625,470318.0,ABB.NS
2024-08-08,7881.0,8154.0,7776.0,7942.2998046875,7931.52783203125,630662.0,ABB.NS
2024-08-09,8150.0,8263.75,7921.0,7972.10009765625,7961.28759765625,1288936.0,ABB.NS
2024-08-12,7989.9501953125,7989.9501953125,7630.85009765625,7674.7001953125,7664.291015625,499233.0,ABB.NS
2024-08-13,7788.75,7788.75,7525.0,7544.7998046875,7534.56689453125,485092.0,ABB.NS
2024-08-14,7600.0,7815.0,7451.0,7756.9501953125,7746.42919921875,505429.0,ABB.NS
2024-08-16,7841.0,7925.0,7724.35009765625,7911.2001953125,7900.47021484375,383686.0,ABB.NS
2024-08-19,7954.9501953125,7984.39990234375,7808.9501953125,7822.60009765625,7811.990234375,140445.0,ABB.NS
2024-08-20,7868.9501953125,7881.0,7735.5498046875,7800.75,7790.169921875,180753.0,ABB.NS
2024-08-21,7825.0,7930.0,7765.7998046875,7921.5498046875,7910.8056640625,139006.0,ABB.NS
2024-08-22,7950.0,7950.0,7830.60009765625,7859.5498046875,7848.8896484375,112842.0,ABB.NS
2024-08-23,7859.7998046875,7914.60009765625,7768.89990234375,7795.75,7795.75,141683.0,ABB.NS
2024-08-26,7820.0,7832.60009765625,7700.0,7790.39990234375,7790.39990234375,186052.0,ABB.NS
2024-08-27,7828.7001953125,8024.25,7828.7001953125,7906.9501953125,7906.9501953125,465311.0,ABB.NS
2024-08-28,7929.9501953125,7955.9501953125,7845.0498046875,7938.39990234375,7938.39990234375,153307.0,ABB.NS
2024-08-29,7953.5,8014.4501953125,7789.2998046875,7876.5,7876.5,261097.0,ABB.NS
2024-08-30,7931.64990234375,7960.0,7843.2998046875,7936.0498046875,7936.0498046875,328066.0,ABB.NS
2024-09-02,7945.0,7947.35009765625,7636.64990234375,7699.25,7699.25,278992.0,ABB.NS
2024-09-03,7748.64990234375,7828.7998046875,7680.7001953125,7767.89990234375,7767.89990234375,199718.0,ABB.NS
2024-09-04,7754.89990234375,7765.0,7575.0,7639.0498046875,7639.0498046875,301420.0,ABB.NS
2024-09-05,7655.0,7678.0,7611.39990234375,7650.10009765625,7650.10009765625,165098.0,ABB.NS
2024-09-06,7650.0,7650.0,7500.0498046875,7516.39990234375,7516.39990234375,170226.0,ABB.NS
2024-09-09,7500.0,7630.0,7431.5498046875,7600.89990234375,7600.89990234375,197525.0,ABB.NS
2024-09-10,7600.89990234375,7640.85009765625,7510.0,7535.7001953125,7535.7001953125,175153.0,ABB.NS
2024-09-11,7559.89990234375,7654.89990234375,7532.5498046875,7568.9501953125,7568.9501953125,137928.0,ABB.NS
2024-09-12,7622.10009765625,7756.0,7615.0498046875,7720.2001953125,7720.2001953125,267442.0,ABB.NS
2024-09-13,7774.25,7869.89990234375,7652.2998046875,7684.39990234375,7684.39990234375,282303.0,ABB.NS
2024-09-16,7730.0,7897.0,7699.10009765625,7765.2001953125,7765.2001953125,355094.0,ABB.NS
2024-09-17,7819.5,7883.64990234375,7762.5498046875,7873.64990234375,7873.64990234375,157996.0,ABB.NS
2024-09-18,7873.64990234375,7917.5,7760.0,7785.25,7785.25,164835.0,ABB.NS
2024-09-19,7830.0,7832.85009765625,7350.0498046875,7502.7001953125,7502.7001953125,438617.0,ABB.NS
2024-09-20,7560.0,7769.7998046875,7516.60009765625,7695.75,7695.75,474901.0,ABB.NS
2024-09-23,7750.0,7959.0,7750.0,7939.64990234375,7939.64990234375,267031.0,ABB.NS
2024-09-24,7870.0,8100.0,7870.0,8078.2001953125,8078.2001953125,333336.0,ABB.NS
2024-09-25,8099.0,8194.599609375,7992.4501953125,8178.35009765625,8178.35009765625,302067.0,ABB.NS
2024-09-26,8214.0,8214.0,7962.5498046875,8070.39990234375,8070.39990234375,231382.0,ABB.NS
2024-09-27,8090.0,8187.25,8065.0,8133.4501953125,8133.4501953125,339640.0,ABB.NS
2024-09-30,7975.0,8196.0,7975.0,8055.0,8055.0,266470.0,ABB.NS
2024-10-01,8100.0,8303.25,8085.0498046875,8268.099609375,8268.099609375,368953.0,ABB.NS
2024-10-03,8201.0,8260.0,8045.7998046875,8110.2998046875,8110.2998046875,320792.0,ABB.NS
2024-10-04,8090.0498046875,8104.2001953125,7880.0,7930.39990234375,7930.39990234375,305714.0,ABB.NS
2024-10-07,7903.0,8060.0,7672.14990234375,7758.2998046875,7758.2998046875,193223.0,ABB.NS
2024-10-08,7769.9501953125,8177.0,7745.0498046875,8154.64990234375,8154.64990234375,190857.0,ABB.NS
2024-10-09,8152.75,8579.7998046875,8080.7998046875,8458.0498046875,8458.0498046875,567692.0,ABB.NS
2024-10-10,8499.0,8619.7001953125,8444.0,8510.2998046875,8510.2998046875,321074.0,ABB.NS
2024-10-11,8505.349609375,8608.0,8421.349609375,8553.7001953125,8553.7001953125,226675.0,ABB.NS
2024-10-14,8592.599609375,8689.0,8539.25,8570.5,8570.5,181469.0,ABB.NS
2024-10-15,8620.0,8678.0,8545.0,8648.2998046875,8648.2998046875,192358.0,ABB.NS
2024-10-16,8680.0,8940.599609375,8617.5,8769.349609375,8769.349609375,660651.0,ABB.NS
2024-10-17,8775.0,8815.0,8420.0498046875,8690.7001953125,8690.7001953125,407941.0,ABB.NS
2024-10-18,8669.0498046875,8850.0,8560.0498046875,8783.0,8783.0,197602.0,ABB.NS
2024-10-21,8830.099609375,8871.2998046875,8260.0,8279.7001953125,8279.7001953125,337458.0,ABB.NS
2024-10-22,8271.25,8378.0,8155.0498046875,8177.5498046875,8177.5498046875,267921.0,ABB.NS
2024-10-23,8150.0498046875,8199.900390625,7620.25,7703.7998046875,7703.7998046875,553732.0,ABB.NS
2024-10-24,7775.0,7905.0,7581.25,7648.10009765625,7648.10009765625,482609.0,ABB.NS
2024-05-30,740.0999755859375,753.2999877929688,695.0,700.9500122070312,699.2432861328125,1394718.0,AEGISLOG.NS
2024-05-31,702.7000122070312,723.6500244140625,681.75,706.8499755859375,705.12890625,1725934.0,AEGISLOG.NS
2024-06-03,723.0,734.9500122070312,702.4000244140625,718.9500122070312,717.199462890625,755260.0,AEGISLOG.NS
2024-06-04,718.9500122070312,719.4000244140625,625.0,702.7000122070312,700.989013671875,1335076.0,AEGISLOG.NS
2024-06-05,700.0,730.0999755859375,664.75,705.4500122070312,703.7323608398438,1122766.0,AEGISLOG.NS
2024-06-06,730.0,833.0,720.2999877929688,791.1500244140625,789.2236938476562,4231419.0,AEGISLOG.NS
2024-06-07,795.2999877929688,869.5,766.4500122070312,777.8499755859375,775.9560546875,2956850.0,AEGISLOG.NS
2024-06-10,780.0,786.0,745.25,760.6500244140625,758.7979736328125,1032616.0,AEGISLOG.NS
2024-06-11,760.0,797.2999877929688,751.0499877929688,771.0999755859375,769.2224731445312,897864.0,AEGISLOG.NS
2024-06-12,762.5499877929688,775.8499755859375,756.0,766.9000244140625,765.03271484375,257860.0,AEGISLOG.NS
2024-06-13,774.9500122070312,887.6500244140625,767.1500244140625,841.0999755859375,839.052001953125,4967272.0,AEGISLOG.NS
2024-06-14,839.0,839.5,814.0,816.6500244140625,814.66162109375,736333.0,AEGISLOG.NS
2024-06-18,828.7000122070312,845.0,820.0,833.4000244140625,831.370849609375,659470.0,AEGISLOG.NS
2024-06-19,840.0,840.0,791.0,804.4500122070312,802.4912719726562,632587.0,AEGISLOG.NS
